,iShares S&P 500 Inf Tech Sector UCITS ETF USD AccI,Invesco STOXX Europe 600 UCITS ETF AccH,iShares Core S&P 500 UCITS ETF USD (Acc)H,Vanguard FTSE All-World UCITS ETF USD AccI,iShares MSCI Poland UCITS ETF USD (Acc),Xtrackers Spain UCITS ETF 1C,iShares MSCI India UCITS ETF USD Acc (EUR),iShares Core MSCI Japan IMI UCITS ETF USD Acc,iShares Healthcare Innovation UCITS ETF USD A,iShares FTSE MIB UCITS ETF EUR (Acc),iShares Core MSCI Europe UCITS ETF EUR (Acc),Amundi Euro Stoxx Banks UCITS ETF Acc,HSBC MSCI CHINA,ISHARES EMIM,SPDR Russell 2000 US Small Cap UCITS ETF,Invesco Physical Gold ETC,Xtrackers S&P 500 Equal Weight UCITS ETF,Vanguard Global Aggregate Bond ETF EUR Hgd Acc,iShares Bitcoin ETP,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),HSBC Hang Seng Tech UCITS ETF HKD,iMGP DBi Managed Futures R EUR ETF
Date,QDVEDE,SC0CDE,SXR8DE,VWCEDE,IBCJDE,XESPDE,QDV5DE,EUNNDE,HEALAS,CSMIBMI,IMAEAS,LYBKDE,H4ZPDE,IS3NDE,ZPRRDE,SGLDMI,XDEWDE,VAGFDE,IB1TDE,SXRTDE,H4ZXDE,DBMFEPA
4/6/2023,17.08,106.52,388.69,94.88,12.32,27.02,6.25,41.35,6.75,114.78,72.02,108.36,5.74,27.17,45.33,177.77,69.5,22.62,,151.12,5.34,
4/7/2023,17.03,107.12,391.14,95.49,12.56,26.83,6.28,41.38,6.84,115.96,72.02,108.16,5.76,27.52,46.19,177.32,70.65,22.62,,151.12,5.34,
4/10/2023,17.03,107.12,391.14,95.49,12.56,26.83,6.28,41.38,6.84,115.96,72.02,108.16,5.76,27.52,46.19,177.32,70.65,22.62,,151.12,5.34,
4/11/2023,17.03,107.12,391.14,95.49,12.56,26.83,6.28,41.38,6.84,115.96,72.02,108.16,5.76,27.52,46.19,177.32,70.65,22.49,,152.12,5.34,
4/12/2023,16.91,107.28,388.69,95.06,12.82,26.97,6.27,41.36,6.84,116.62,72.02,108.84,5.58,27.21,45.94,176.7,70.16,22.48,,152.48,5.13,
4/13/2023,16.9,107.82,387.09,94.97,13.06,27.01,6.24,41.58,6.89,116.56,72.02,109.02,5.63,27.29,45.78,178.21,69.53,22.44,,152.7,5.15,
4/14/2023,17.03,108.44,390.66,95.49,13.07,27.14,6.25,41.58,6.9,117.6,72.02,112.74,5.61,27.27,45.88,175.68,70.03,22.38,,153.66,5.11,
4/17/2023,17.13,108.36,393.26,96.04,13.22,27.26,6.27,41.8,6.9,117.08,72.02,110.74,5.75,27.52,46.46,176.03,70.58,22.3,,153.74,5.28,
4/18/2023,17.22,108.8,393.34,96.19,13.52,27.38,6.23,41.94,6.96,117.74,72.02,113,5.74,27.49,46.26,177.06,70.58,22.31,,154.68,5.24,
4/19/2023,17.16,108.7,392.86,95.94,13.47,27.55,6.22,41.65,6.85,118.14,72.02,114.04,5.67,27.21,46.13,175.64,70.48,22.27,,154.5,5.14,
4/20/2023,17.11,108.58,391.35,95.7,13.64,27.47,6.22,41.84,6.89,116.74,72.02,112.82,5.65,27.21,46.08,176.36,70.32,22.33,,154.46,5.11,
4/21/2023,16.96,108.98,390.49,95.45,13.54,27.3,6.21,41.88,6.84,117.08,72.02,112.16,5.52,26.84,46.03,173.9,70.04,22.31,,154.34,4.94,
4/24/2023,16.78,109.08,388.88,95.07,13.62,27.33,6.21,41.76,6.9,117.66,72.02,112.92,5.43,26.63,45.85,173.44,69.89,22.38,,155.14,4.86,
4/25/2023,16.73,108.72,388.38,94.85,13.5,26.98,6.25,41.9,6.85,116.68,72.02,109.68,5.32,26.37,45.46,174.83,69.68,22.46,,154,4.71,
4/26/2023,16.79,107.86,383.77,93.97,13.53,26.95,6.25,41.45,6.7,115.8,72.02,109.52,5.38,26.39,44.72,174.51,68.44,22.48,,152.74,4.77,
4/27/2023,16.92,108.12,386.51,94.56,13.98,27.11,6.31,41.9,6.67,116.08,72.02,111,5.42,26.62,44.57,173.91,68.55,22.41,,154.46,4.82,
4/28/2023,17.11,108.84,390.89,95.33,13.81,27,6.37,41.51,6.74,115.82,72.02,108.9,5.45,26.81,45.37,174.1,69.76,22.5,,153.92,4.89,
5/1/2023,17.15,107.5,387.53,94.43,13.76,26.55,6.39,41.26,6.75,113.82,72.02,106.26,5.35,26.55,44.27,176.86,68.63,22.5,,153.92,4.89,
5/2/2023,17.15,107.5,387.53,94.43,13.76,26.55,6.39,41.26,6.75,113.82,72.02,106.26,5.35,26.55,44.27,176.86,68.63,22.5,,152.38,4.75,
5/3/2023,17.06,108,387.54,94.51,13.79,26.51,6.36,41.52,6.75,114.68,72.02,106.1,5.33,26.51,44.76,176.94,68.91,22.57,,152,4.75,
5/4/2023,16.96,107.5,383.57,94.03,13.48,26.32,6.41,41.81,6.83,114.04,72.02,104.32,5.43,26.72,43.97,179.91,67.95,22.59,,151.84,4.83,
5/5/2023,17.32,108.78,388.88,95.25,13.75,26.59,6.43,42.12,6.91,116.88,72.02,107.56,5.47,26.98,44.97,176.24,68.8,22.52,,153.86,4.86,
5/8/2023,17.31,109.26,389.79,95.53,13.84,26.7,6.46,42.18,6.86,117.22,72.02,108.64,5.49,27.05,44.93,177.71,68.88,22.47,,154.36,4.86,
5/9/2023,17.35,108.84,391.63,95.84,13.82,26.67,6.49,42.8,6.92,116.98,72.02,108.18,5.44,27.03,45.19,178.48,69.17,22.42,,153.5,4.77,
5/10/2023,17.49,108.44,391.29,95.7,14.01,26.64,6.51,42.5,6.93,116.62,72.02,107.32,5.42,27,45.31,178.09,68.96,22.5,,152.9,4.84,
5/11/2023,17.5,108.54,393.2,95.93,13.87,26.65,6.51,42.84,6.98,115.96,72.02,107.72,5.45,26.93,45.19,178.53,68.9,22.57,,152.44,4.91,
5/12/2023,17.52,109.04,394.03,96.21,14.04,26.83,6.53,43.26,6.95,116.98,72.02,108.7,5.39,26.85,45.31,178.81,69.16,22.53,,153.98,4.84,
5/15/2023,17.63,109.36,394.78,96.6,14.15,26.77,6.57,43.44,7.05,116.62,72.02,108.56,5.57,27.23,45.78,179.08,69.42,22.45,,153.4,5.03,
5/16/2023,17.79,108.88,394.81,96.42,14.29,26.84,6.54,43.5,6.99,116.48,72.02,108.34,5.54,27.22,45.41,177.89,69.05,22.37,,153.4,5.03,
5/17/2023,17.86,108.76,396.47,96.68,14.14,26.94,6.52,43.77,6.97,116.4,72.02,108.64,5.49,27.27,45.95,176.67,69.38,22.38,,153.84,4.97,
5/18/2023,18.43,109.48,403.56,97.89,13.99,26.99,6.5,43.95,7.03,116.62,72.02,110.12,5.46,27.36,46.77,175.23,70.42,22.28,,155.6,4.92,
5/19/2023,18.39,110.08,402.82,97.85,14.38,27.11,6.46,43.76,7.07,117.9,72.02,110.08,5.41,27.3,46.4,176.39,70.16,22.25,,156.92,4.86,
5/22/2023,18.46,110.08,404.37,98.3,14.72,27.18,6.54,44.1,7.18,118.22,72.02,111.24,5.5,27.57,46.9,176.26,70.51,22.24,,156.52,5,
5/23/2023,18.41,109.46,403.76,98.02,14.67,27.08,6.57,43.74,7.2,117.74,72.02,111.6,5.42,27.44,47.7,176.19,70.58,22.18,,155.86,4.9,
5/24/2023,18.07,107.5,397.93,96.59,14.28,26.69,6.58,43.29,7,114.88,72.02,108.96,5.28,27.15,46.5,176.83,69.29,22.2,,152.34,4.76,
5/25/2023,18.96,107.14,401.59,96.92,14.11,26.6,6.62,43.47,6.92,114.58,72.02,109.34,5.2,27.14,46.01,175.29,69.05,22.14,,152.46,4.68,
5/26/2023,19.47,108.42,407.5,98.37,14.44,26.83,6.74,43.69,6.97,115.76,72.02,110.14,5.29,27.59,46.62,175.2,69.84,22.08,,153.6,4.78,
5/29/2023,19.7,108.32,409.82,98.58,14.46,26.76,6.74,43.5,6.97,115.32,72.02,109.08,5.2,27.46,46.94,175.47,70.28,22.13,,154.7,4.69,
5/30/2023,19.86,107.36,408.38,98.04,14.12,26.69,6.72,43.31,6.91,115.2,72.02,108.02,5.13,27.28,46.56,176.57,69.77,22.18,,153.6,4.66,
5/31/2023,19.64,106.16,406.91,97.5,13.74,26.33,6.73,43.03,6.88,112.76,72.02,105.68,5.06,27.05,46.1,178.74,69.35,22.3,,152.72,4.59,
6/1/2023,19.61,107.12,407.62,98.08,14.2,26.75,6.75,43.78,6.97,112.76,72.02,108.04,5.21,27.39,46.67,178.74,69.55,22.39,,152.22,4.78,
6/2/2023,19.84,108.74,414.99,99.85,14.85,27.18,6.79,44.75,7.07,117.36,72.02,110.76,5.39,27.98,47.82,176.7,71.07,22.3,,154,4.95,
6/5/2023,19.92,108.2,417.21,100.08,14.91,27.07,6.78,44.78,7.09,116.18,72.02,109.64,5.34,27.93,47.85,176.49,71.31,22.29,,154.66,4.9,
6/6/2023,19.73,108.68,416.62,100.4,15.07,27.17,6.81,45.55,7.14,116.96,72.02,110.84,5.42,28.2,49.1,177.07,71.76,22.28,,153.42,5.01,
6/7/2023,19.66,108.44,416.36,100.18,14.98,27.19,6.84,44.69,7.1,117.1,72.02,110.98,5.42,28.25,50.08,176.18,72.18,22.22,,153.56,5.06,
6/8/2023,19.52,108.44,413.92,99.68,14.98,27.17,6.77,44.38,7.03,118.22,72.02,111.7,5.41,28.1,49.33,176.17,71.51,22.23,,153.64,5.01,
6/9/2023,19.7,108.24,416.47,100.24,15.24,27.14,6.77,45.17,7.05,117.68,72.02,110.88,5.44,28.35,49.21,176.27,71.77,22.25,,153.74,5.03,
6/12/2023,19.93,108.42,417.59,100.44,15.18,27.25,6.79,45.4,7.09,118.6,72.02,110.86,5.43,28.35,49.31,175.77,72.01,22.23,,154.32,5.05,
6/13/2023,20.17,109.08,421.53,101.38,14.92,27.29,6.82,46.07,7.14,119.5,72.02,111.28,5.47,28.56,49.83,174.01,72.73,22.23,,155.3,5.16,
6/14/2023,20.29,109.48,421.18,101.36,15.42,27.59,6.84,45.99,7.11,120.5,72.02,113,5.49,28.56,49.56,174.27,72.76,22.21,,156.36,5.22,
6/15/2023,20.33,109.26,419.96,101.02,15.53,27.51,6.78,45.28,7.01,120.2,72.02,112,5.55,28.53,48.69,172.84,72.12,22.24,,155.36,5.31,
6/16/2023,20.38,109.9,421.86,101.4,15.58,27.72,6.83,45.26,7.04,120.78,72.02,112.72,5.56,28.55,48.51,173.15,72.45,22.21,,157.36,5.28,
6/19/2023,20.22,108.76,419.71,100.82,15.46,27.55,6.8,44.79,6.97,120.3,72.02,113.08,5.54,28.44,48.53,172.55,72.41,22.19,,155.88,5.27,
6/20/2023,20.15,108.16,418.17,100.26,15.35,27.57,6.81,44.58,6.94,119.72,72.02,112.8,5.36,28.11,48.31,171.29,71.86,22.3,,155.2,5.04,
6/21/2023,19.82,107.6,415.69,99.71,15.51,27.55,6.78,44.81,6.88,119.82,72.02,113.68,5.28,27.84,48.12,170.27,71.64,22.26,,154.82,4.98,
6/22/2023,19.93,107.1,415.27,99.45,15.46,27.33,6.76,44.55,6.89,118.96,72.02,111.66,5.27,27.74,47.81,168.62,71.12,22.23,,153.82,4.94,
6/23/2023,19.88,106.68,416.14,99.25,15.07,27.06,6.74,43.72,6.87,118.02,72.02,109.48,5.18,27.5,47.6,170.5,71.22,22.28,,153.2,4.84,
6/26/2023,19.84,106.62,414.68,99.06,15.37,27.09,6.75,43.62,6.82,118.16,72.02,110.26,5.2,27.59,47.47,170.55,71.19,22.33,,152.94,4.89,
6/27/2023,19.76,106.66,414.14,99.02,15.15,27.42,6.79,43.47,6.7,118.88,72.02,111.74,5.28,27.69,47.65,168.81,71.56,22.28,,153.74,4.99,
6/28/2023,20.1,107.46,418.2,99.82,15.06,27.71,6.87,44.25,6.74,119.92,72.02,112.44,5.25,27.63,48.15,169.19,72.01,22.3,,155.34,4.97,
6/29/2023,20.16,107.56,420.26,100.16,15.33,27.83,6.89,44.08,6.82,121.16,72.02,114.12,5.21,27.6,48.96,169.45,72.59,22.2,,156.04,4.93,
6/30/2023,20.4,108.82,423.88,100.98,15.27,28.09,6.93,44.24,6.84,122.72,72.02,115.58,5.25,27.8,49.1,169.64,73.06,22.26,,157.56,4.97,
7/3/2023,20.32,108.62,425.12,101.3,15.6,28.27,6.94,44.44,6.8,123.52,72.02,117.04,5.33,28.1,49.22,170.5,73.5,22.22,,157.58,5.07,
7/4/2023,20.42,108.7,425.94,101.46,15.4,28.18,6.98,44.17,6.83,123.28,72.02,115.86,5.38,28.29,49.26,170.75,73.58,22.22,,157.22,5.14,
7/5/2023,20.37,107.86,426.5,101.32,14.91,27.84,6.99,44.23,6.82,122.46,72.02,115.18,5.3,28.07,49.1,170.81,73.57,22.15,,155.68,5.05,
7/6/2023,20.16,105.34,420.98,99.61,14.79,27.27,6.94,43.48,6.72,119.24,72.02,112.34,5.18,27.43,47.71,169.6,72.37,22,,151.02,4.93,
7/7/2023,20.18,105.48,420.15,99.65,15.05,27.31,6.92,43.93,6.7,120.34,72.02,113.52,5.24,27.62,48.51,170.16,72.73,22.01,,151.84,4.99,
7/10/2023,19.99,105.72,417.92,99.28,15.13,27.28,6.89,43.79,6.75,120.82,72.02,113.86,5.25,27.5,48.72,169.05,72.73,22.02,,152.52,5.01,
7/11/2023,19.94,106.42,418.96,99.7,15.22,27.52,6.92,43.9,6.77,121.7,72.02,115.22,5.26,27.68,49.07,169.76,73.31,22.02,,153.6,5.01,
7/12/2023,20.06,108.02,419.72,100.26,15.69,27.93,6.91,44,6.8,123.82,72.02,117.24,5.36,28.02,49.51,169.67,73.35,22.14,,155.76,5.16,
7/13/2023,20.11,108.7,418.5,100.32,15.66,28.01,6.86,44.05,6.77,124.74,72.02,118.14,5.41,28.15,49.33,169.17,72.91,22.26,,157.68,5.24,
7/14/2023,20.33,108.56,419.12,100.24,15.78,27.89,6.85,43.51,6.73,124.48,72.02,117.64,5.34,28.07,48.67,168.19,72.26,22.23,,157.74,5.14,
7/17/2023,20.31,107.92,419.1,100.12,15.85,27.87,6.91,43.36,6.8,124.14,72.02,118.28,5.28,27.94,49.25,167.78,72.48,22.23,,155.64,5.09,
7/18/2023,20.39,108.62,421.34,100.56,16.04,27.95,6.9,44.07,6.84,124.6,72.02,119.18,5.2,27.86,49.78,170.4,72.98,22.32,,156.6,4.99,
7/19/2023,20.75,108.86,425.75,101.32,16.08,27.92,6.96,44.19,6.89,124.64,72.02,119.18,5.25,27.97,50.31,170.38,73.38,22.32,,156.86,5.09,
7/20/2023,20.57,109.36,426.01,101.34,16.01,28.15,6.97,43.85,6.89,125.12,72.02,120,5.21,27.84,50.12,170.63,73.73,22.23,,156.14,5.01,
7/21/2023,20.46,109.66,426.72,101.54,15.93,28.28,6.95,43.92,6.96,125.3,72.02,120.26,5.25,27.94,50.21,170.27,74.23,22.29,,157.14,5.04,
7/24/2023,20.45,109.76,428.54,102.06,16.11,28.22,6.99,44.16,6.95,125.86,72.02,120.54,5.37,28.36,50.29,170.92,74.53,22.28,,156.74,5.23,
7/25/2023,20.74,110.36,430.83,102.68,16.21,28.17,7.01,44.33,6.94,125.98,72.02,121.16,5.47,28.68,50.71,171.62,74.84,22.26,,157.3,5.27,
7/26/2023,20.41,109.7,429.09,102.26,16.18,28.44,7.02,44.32,6.9,126.12,72.02,121,5.49,28.6,50.56,172.05,74.6,22.23,,156.18,5.36,
7/27/2023,20.9,111.24,435.25,103.68,16.34,28.71,7.03,45.11,6.98,128.88,72.02,121.98,5.54,28.83,51.01,170.82,75.35,22.27,,159.2,5.42,
7/28/2023,20.82,110.98,433.54,103.52,16.45,28.66,7.02,45.39,6.95,128.54,72.02,122.46,5.73,29.16,51,171.78,74.88,22.16,,159.48,5.7,
7/31/2023,20.81,111.08,433.51,103.58,16.47,28.58,7.05,45.08,6.95,129.2,72.02,122.54,5.76,29.17,51.43,172.57,74.95,22.19,,160.36,5.75,
8/1/2023,20.98,109.92,434.95,103.46,16.27,28.08,7.04,44.69,6.9,127.9,72.02,120.82,5.68,29.02,51.34,171.29,75,22.13,,158.38,5.66,
8/2/2023,20.56,108.66,431.41,102.28,15.92,27.61,6.94,44.06,6.84,126.04,72.02,118.84,5.55,28.41,50.96,170.63,74.7,22.03,,156.18,5.49,
8/3/2023,20.44,108.02,429,101.84,15.91,27.53,6.92,43.72,6.8,125,72.02,120.02,5.69,28.54,50.83,170.84,74.12,21.99,,153.94,5.7,
8/4/2023,20.17,108.3,427.66,101.7,16.18,27.69,6.93,44.05,6.77,124.7,72.02,121.04,5.62,28.46,50.67,169.75,73.91,22.05,,155.06,5.63,
8/7/2023,19.93,108.42,426.29,101.48,16.05,27.67,6.97,44.29,6.69,124.26,72.02,121.9,5.52,28.26,50.35,169.53,73.99,22.07,,155.26,5.54,
8/8/2023,19.85,108.14,425.77,101.14,15.68,27.5,6.94,44.03,6.67,121.78,72.02,117.38,5.45,28.02,49.86,169.81,73.5,22.15,,153.42,5.41,
8/9/2023,19.61,108.66,424.94,101.08,15.65,27.64,6.94,43.7,6.68,123.16,72.02,119.1,5.45,28.05,49.84,168.56,73.85,22.15,,155.4,5.41,
8/10/2023,19.71,109.62,426.38,101.58,16,28.1,6.94,44.11,6.72,124.38,72.02,121.08,5.54,28.24,49.88,167.87,73.86,22.12,,155.74,5.52,
8/11/2023,19.45,108.36,424.25,100.84,15.81,27.89,6.9,43.91,6.69,123.08,72.02,120.2,5.33,27.78,49.74,168.96,73.66,22.02,,156.26,5.21,
8/14/2023,19.82,108.58,427.94,101.34,15.67,27.88,6.91,43.69,6.73,123.74,72.02,120.56,5.34,27.73,49.74,168.87,73.88,22,,154.98,5.25,
8/15/2023,19.87,107.5,425.74,100.62,15.43,27.6,6.89,43.28,6.73,122.68,72.02,119.34,5.27,27.53,49.47,168.47,73.27,21.94,,153.32,5.19,
8/16/2023,19.8,107.5,425.1,100.46,15.24,27.64,6.94,43.08,6.65,122.68,72.02,119.08,5.18,27.43,49.2,168.47,73.17,21.93,,153.44,5.11,
8/17/2023,19.54,106.5,422.2,99.87,15.06,27.39,6.91,42.87,6.6,121.24,72.02,118.76,5.25,27.51,48.62,168.14,72.78,21.84,,152.94,5.19,
8/18/2023,19.38,105.88,418.7,99.09,15.09,27.37,6.91,42.81,6.56,120.8,72.02,118.14,5.12,27.26,48.53,168,72.33,21.91,,151.24,4.99,
8/21/2023,19.66,106,418.88,99.12,15.01,27.36,6.92,42.68,6.55,121.76,72.02,118.68,5.07,27.18,48.19,167.4,71.94,21.78,,151.1,4.97,
8/22/2023,20.04,106.68,423.42,100,14.95,27.55,6.97,43.28,6.61,122.62,72.02,119.1,5.1,27.36,48.49,168.78,72.37,21.83,,153.36,5.03,
8/23/2023,20.3,107.1,425.75,100.7,15.09,27.51,7.07,43.81,6.67,122.98,72.02,118.4,5.17,27.73,48.87,170.45,72.6,21.97,,153.16,5.13,
8/24/2023,20.13,106.64,424.77,100.38,15.04,27.55,7.03,43.44,6.63,122.14,72.02,118.46,5.18,27.68,48.55,171.23,72.72,21.96,,151.3,5.16,
8/25/2023,20.01,106.7,424.87,100.44,14.98,27.61,7.03,43.6,6.64,122.8,72.02,118.72,5.19,27.77,48.6,170.69,72.83,21.95,,152.68,5.16,
8/28/2023,20.19,107.82,427.27,101.22,15.23,28.08,7.05,44.03,6.67,124.32,72.02,120.66,5.31,28.04,49.13,171.74,73.25,21.95,,153.22,5.33,
8/29/2023,20.58,108.68,431.06,102.06,15.3,28.3,7.06,44.1,6.72,125.74,72.02,121.64,5.4,28.24,49.48,172.26,73.47,22.06,,155.1,5.45,
8/30/2023,20.66,108.48,431.17,101.92,15.38,28.21,7.01,43.79,6.74,125.98,72.02,121.72,5.3,27.98,49.47,171.81,73.49,22.07,,154.54,5.32,
8/31/2023,20.94,108.24,435.42,102.6,15.24,28.08,7.01,44.49,6.78,125.46,72.02,120.28,5.3,27.9,50.01,172.78,74.13,22.13,,155.06,5.3,
9/1/2023,21.06,108.24,436.64,103.14,15.35,27.97,7.12,45.04,6.81,124.84,72.02,119.68,5.46,28.3,50.65,173.3,74.4,22.05,,154.84,5.52,
9/4/2023,21.08,108.2,436.75,103.24,15.14,27.85,7.15,45.37,6.79,124.64,72.02,119.38,5.47,28.41,50.28,173.47,74.26,22,,154.02,5.45,
9/5/2023,21.28,107.96,439.24,103.58,14.94,27.76,7.2,45.51,6.77,124.68,72.02,118.62,5.42,28.38,50.05,173.6,74.51,21.94,,153.1,5.35,
9/6/2023,21,107.28,434.95,102.74,14.36,27.51,7.18,45.53,6.7,123.06,72.02,116.4,5.43,28.24,49.53,172.69,73.8,21.89,,152.2,5.37,
9/7/2023,20.67,107.26,434.36,102.54,14,27.49,7.25,45.59,6.66,122.44,72.02,115.22,5.29,27.96,49.16,173.07,73.7,21.94,,151.5,5.16,
9/8/2023,20.81,107.42,435.88,102.72,14.11,27.66,7.31,45.23,6.64,122.9,72.02,115.56,5.25,27.99,49.22,173.1,73.72,21.95,,151.4,5.12,
9/11/2023,20.6,107.82,434.89,102.76,13.97,27.83,7.36,45.44,6.65,124.14,72.02,117.14,5.32,28.13,49.13,172.73,73.45,21.93,,152.48,5.19,
9/12/2023,20.51,107.58,435.6,102.88,13.97,27.86,7.32,45.53,6.61,124.38,72.02,117.56,5.34,28.15,49.21,172.01,73.62,21.9,,151.98,5.24,
9/13/2023,20.5,107.24,435.54,102.84,14.13,27.77,7.32,45.48,6.64,124,72.02,117.72,5.3,28.16,48.92,171.72,73.4,21.89,,151.54,5.2,
9/14/2023,20.69,108.84,440.38,104.14,14.2,28.2,7.39,46.5,6.69,125.78,72.02,119.72,5.37,28.49,49.65,172.73,74.2,21.96,,151.38,5.26,
9/15/2023,20.35,109.12,437.14,103.62,14.21,28.18,7.38,46.33,6.63,125.84,72.02,119.2,5.31,28.34,49.13,174.22,74.09,21.91,,154.86,5.19,
9/18/2023,20.38,107.86,436.05,103.2,14,27.97,7.35,46.12,6.56,124.32,72.02,117.2,5.3,28.2,48.98,174.09,73.73,21.88,,152.4,5.14,
9/19/2023,20.26,107.86,432.89,102.7,13.83,28.09,7.32,46.47,6.5,125.14,72.02,118.5,5.28,28.05,48.62,174.75,73.34,21.84,,152.7,5.1,
9/20/2023,20.25,108.9,434.07,103.02,14.23,28.4,7.32,46.1,6.52,127.42,72.02,120.92,5.27,28.13,48.72,175.15,73.72,21.91,,152.62,5.08,
9/21/2023,19.9,107.42,427.31,101.38,14.06,28.03,7.24,45.41,6.38,125.08,72.02,120.8,5.15,27.65,47.72,173.68,72.56,21.77,,152.06,4.93,
9/22/2023,19.96,107.06,426.97,101.48,14.12,27.85,7.26,45.61,6.37,124.52,72.02,119.28,5.31,27.97,47.56,174.59,72.24,21.83,,150.24,5.12,
9/25/2023,20.01,106.46,427.13,101.4,13.98,27.5,7.31,45.63,6.36,123.56,72.02,118.46,5.27,27.97,47.81,174.94,72.29,21.73,,149.54,5.06,
9/26/2023,19.74,105.74,423.49,100.54,13.95,27.52,7.28,45.21,6.36,122.46,72.02,117.94,5.22,27.68,47.64,173.76,71.87,21.69,,147.68,5,
9/27/2023,19.8,105.6,424.54,100.8,13.73,27.42,7.36,45.52,6.39,122.02,72.02,118.5,5.24,27.83,48.11,172.55,72.02,21.68,,148.46,5,
9/28/2023,19.89,106.04,425.47,100.94,13.58,27.8,7.26,45.3,6.37,122.66,72.02,120.24,5.21,27.74,48.31,169.93,72.14,21.54,,149.28,4.95,
9/29/2023,20.05,106.38,426.27,101.1,13.79,27.78,7.27,44.78,6.4,123.24,72.02,120.44,5.26,27.84,48.21,169.06,72.28,21.66,,149.44,5.04,
10/2/2023,20.37,105.32,427.33,101.04,13.59,27.42,7.32,44.61,6.35,121.38,72.02,119.14,5.26,27.83,47.92,168.41,71.77,21.56,,148.46,5.06,
10/3/2023,20.09,104.12,422.38,99.85,13.42,27.02,7.3,43.87,6.29,119.78,72.02,117.66,5.18,27.6,46.96,168.4,70.9,21.45,,146.92,5,
10/4/2023,20.13,104.02,421.47,99.46,13.57,26.84,7.22,43.09,6.24,119.48,72.02,117.16,5.13,27.33,46.44,167.47,70.42,21.46,,147.9,4.93,
10/5/2023,20.07,104.36,420.45,99.43,13.43,26.98,7.25,43.89,6.25,119.76,72.02,117.76,5.11,27.24,46.44,166.48,70.37,21.49,,147.56,4.89,
10/6/2023,20.33,105.24,422.71,100.08,13.62,27.17,7.28,43.85,6.3,121.12,72.02,119.82,5.23,27.57,46.72,167.19,70.53,21.41,,149.38,5.01,
10/9/2023,20.47,104.92,426.53,100.58,13.92,26.97,7.22,44.08,6.3,120.56,72.02,117.8,5.22,27.42,47.1,169.49,71.16,21.54,,147.66,4.98,
10/10/2023,20.73,107,431.68,101.94,14.39,27.57,7.3,44.64,6.38,123.3,72.02,120.52,5.31,27.79,47.81,169.17,72.11,21.57,,150.16,5.13,
10/11/2023,20.66,107.1,429.15,101.58,14.49,27.6,7.29,44.36,6.32,123.86,72.02,121.02,5.35,27.9,47.38,170.2,71.61,21.67,,150.88,5.21,
10/12/2023,21.05,107.22,433.47,102.3,14.37,27.5,7.28,44.84,6.3,124.08,72.02,120.66,5.32,27.94,47.06,171.3,71.86,21.62,,150.14,5.12,
10/13/2023,20.8,106.16,431.86,101.74,14.53,27.13,7.35,44.38,6.2,122.96,72.02,118.52,5.26,27.87,46.65,176.67,71.67,21.62,,148.98,5.04,
10/16/2023,20.86,106.5,433.97,102.18,15.6,27.32,7.38,44.26,6.24,123.7,72.02,119.62,5.26,27.94,47.02,175.92,72.15,21.58,,148.66,5.04,
10/17/2023,20.6,106.36,432.68,101.92,16.08,27.48,7.34,44.26,6.24,123.54,72.02,119.5,5.22,27.82,47.62,175.59,72.44,21.45,,148.88,4.99,
10/18/2023,20.55,105.16,431.01,101.26,15.79,27.12,7.29,43.91,6.16,122.64,72.02,118.38,5.14,27.48,46.99,178.15,71.93,21.37,,147.26,4.86,
10/19/2023,20.42,103.98,426.13,100.18,15.38,26.97,7.27,43.58,6.03,120.96,72.02,117.52,5.07,27.29,46.29,178.56,71.06,21.36,,146.84,4.84,
10/20/2023,19.85,102.58,418.19,98.45,15.18,26.6,7.2,43.02,5.99,119.24,72.02,115.6,4.97,26.88,45.26,181.79,69.66,21.36,,144.78,4.72,
10/23/2023,19.85,102.46,416.58,98.12,15.12,26.53,7.1,42.78,5.93,120.1,72.02,115.88,4.96,26.73,45.1,179.5,69.17,21.38,,144.38,4.73,
10/24/2023,19.96,102.84,418.92,98.72,15.38,26.56,7.14,43.08,5.99,120.02,72.02,114.66,5.12,27.17,45.06,178.96,69.35,21.42,,146.22,4.92,
10/25/2023,19.98,102.88,416.09,98.22,15.61,26.6,7.07,43.23,5.9,119.58,72.02,115.26,5.05,26.93,44.57,180.17,68.99,21.34,,145.82,4.82,
10/26/2023,19.57,102.42,412.99,97.56,15.84,26.61,7.01,42.79,5.86,119.82,72.02,115.54,5.08,26.81,44.92,181.36,69.24,21.4,,144.58,4.89,
10/27/2023,19.62,101.54,409.31,96.83,15.72,26.44,7.02,42.91,5.78,119.1,72.02,115.54,5.08,26.75,44.21,180.35,68.17,21.42,,143.12,4.88,
10/30/2023,19.56,102,409.2,96.83,15.9,26.74,7.05,42.8,5.73,118.96,72.02,116.38,5.12,26.82,44,181.92,67.77,21.41,,145.08,4.97,
10/31/2023,19.72,102.52,413.18,97.58,16.06,26.77,7.05,43.67,5.76,120.78,72.02,116.58,5.02,26.62,44.59,182,68.69,21.47,,146,4.84,
11/1/2023,20.13,103.24,418.17,98.74,16.29,27,7.1,44.25,5.83,121.9,72.02,117.42,5.06,26.96,44.74,181.13,69.02,21.5,,146.48,4.92,
